STRAP-IML,nom_en,nom_fr,verbatimIdentification,aphiaID,scientificName,aphiaID_corr,lifeStage,Occurrences_2004-2022,taxonRank,occurenceRemarks,identificationRemarks,taxonomicRemarks,note_CN,name_sugg,STRAP-IML_sugg
5045,Seaworm (E. nodosa),Polychète (E. nodosa),Eunoe nodosa,130745,Eunoe nodosa,130745,,14,Species,,,,,Eunoe nodosa,5045
5046,Fifteen-Scaled Worms (Harmothoe sp.),Polychètes errantes (Harmothoe sp.),Harmothoe sp.,129491,Polynoidae,939,,3,Family,,too difficult to identify to genus or species,change too often to record as genus,"groupe complexe, besoin de famille", , 
5053,Scaled worm (N. tetragona),Polychète (N. tetragona),Neoleanira tetragona,131069,Neoleanira tetragona,131069,,51,Species,,,,,Neoleanira tetragona,5053
5080,Blood Worm (G. capitata),Polychète errante (G. capitata),Glycera capitata,130118,Glycera capitata,130118,,1,Species,,,,,Glycera capitata,5080
5089,Seaworm (G. norvegica),Polychète (G. norvegica),Goniada norvegica,130141,Goniada norvegica,130141,,5,Species,,,,,Goniada norvegica,5089
5113,Red-Lined Worm (Nephtys sp.),Polychète errante (Nephtys sp.),Nephtys sp.,129370,Nephtyidae,956,,37,Family,,,,,Nephtyidae,5112
5225,Clam Worm (Nereididae),Polychète errante (Nereididae),Nereididae,22496,Nereididae,22496,,1,Family,several kinds,,needs taxonomic review,"groupe complexe, besoin de famille",Nereididae,5225
5232,clam worm (Nereis sp.,polychète (Nereis sp.,Nereis,129379,Nereididae,22496,,2,Family,several kinds,,needs taxonomic review,"groupe complexe, besoin de famille", , 
5236,Clam worm (N. pelagica),Polychète (N. pelagica),Nereis pelagica,130404,Nereis pelagica,130404,,5,Species,,,,,Nereis pelagica,5236
5264,Sea worm (P. crassa),Polychète (P. crassa),Polyphysia crassa,130977,Polyphysia crassa,130977,,52,Species,,,,,Polyphysia crassa,5264
5267,Seaworm (S. inflatum),Polychète (S. inflatum),Scalibregma inflatum,130980,Scalibregma inflatum,130980,,3,Species,,,,,Scalibregma inflatum,5267
5277,Bamboo Worm (Maldanidae),Polychète sédentaire (Maldanidae),Maldanidae,923,Maldanidae,923,,19,Family,several kinds,,needs taxonomic review, ,Maldanidae,5277
5309,Bamboo worm (M. sarsi),Polychètes (M. sarsi),Maldane sarsi,130305,Maldane sarsi,130305,,16,Species,,,,,Maldane sarsi,5309
5310,Bamboo worms (Nicomache sp.),Polychètes (Nicomache sp.),Nicomache sp,129357,Nicomache,129357,,1,Genus,,,,,Nicomache sp,5310
5461,Seaworm (E. borealis),Polychète (E. borealis),Euphrosine borealis,130081,Euphrosine borealis,130081,,19,Species,,,,,Euphrosine borealis,5461
5475,Seaworm (N. conchylega),Polychète (N. conchylega),Nothria conchylega,130467,Nothria conchylega,130467,,1,Species,,,,,Nothria conchylega,5475
5479,Seaworm (E. pennata),Polychète (E. pennata),Eunice pennata,130060,Eunice pennata,130060,,6,Species,,,,,Eunice pennata,5479
5617,Trumpet Worm (C. granulata),Ver-trompette (C. granulata),Cistenides granulata,238377,Pectinariidae,980,,5,Family,several kinds,,needs taxonomic review,"groupe complexe, besoin de famille",Pectinariidae,5617
5646,Seaworm (M. cristata),Polychète (M. cristata),Melinna cristata,129804,Melinna cristata,129804,,19,Species,,,,,Melinna cristata,5646
5673,Terebellid Worm (Terebellidae),Polychète sédentaire (Terebellidae),Terebellidae,982,Terebellidae,982,,4,Family,several kinds,,needs taxonomic review,,Terebellidae,5673
5675,Terebellid worm (A. cirrata),Polychète (A. cirrita),Amphitrite cirrata,131474,Amphitrite cirrata,131474,,2,Species,,,,,Amphitrite cirrata,5675
5678,Terebellid worm (A. maculata),Polychète (A. maculata),Axionice maculata,131484,Axionice maculata,131484,,1,Species,,,,,Axionice maculata,5678
5746,Flabelligerid Worm (Flabelligeridae),Polychète sédentaire (Flabelligeridae),Flabelligeridae,976,Flabelligeridae,976,,1,Family,several kinds,,,,Flabelligeridae,5746
5755,Flabelligerid worm (B. inhabilis),Polychète (B. inhabilis),Brada inhabilis,130097,Brada inhabilis,130097,,63,Species,,,,,Brada inhabilis,5755
5900,Sipunculids (Sipuncula),Sipunculides (Sipuncula),Sipuncula,1268,Sipuncula,1268,,130,Order,,,,,Sipuncula,5900
5901,Sipunculids (Golfingia sp.),Sipunculides (Golfingia sp.),Golfingia sp.,136021,Golfingia,136021,,1,Genus,,,,,Golfingia,5901
5902,Sipunculid (G. margaritacea),Sipunculide (G. margaritacea),Golfingia (golfingia) margaritacea,175027,Golfingia (Golfingia) margaritacea,175027,,40,Species,,,,,Golfingia (Golfingia) margaritacea,5902
5907,Hermit Sipunculid (P. strombus),Sipunculide (P. strombus),Phascolion (Phascolion) strombus strombus,410749,Phascolion (Phascolion) strombus strombus,410749,,35,Species,,,,,Phascolion (Phascolion) strombus strombus,5907
5934,Echiurid (H. arctica),Échiure (H. arctica),Hamingia arctica,110364,Hamingia arctica,110364,,19,Species,,,,,Hamingia arctica,5934
5935,Spoon Worm,Bonellie,Pseudobonellia iraidii,157605,Pseudobonellia iraidii,157605,,3,Species,,,,,Pseudobonellia iraidii,5935
5951,Sea Spiders (Pycnogonida),Araignées de mer (Pycnogonida),Pycnogonida,1302,Pycnogonida,1302,,36,Species,,,,,Pycnogonida,5951
5961,Sea Spiders (Nymphon sp.),Araignées de mer (Nymphon sp.),Nymphon sp.,134591,Nymphon,134591,,386,Genus,,,,,Nymphon,5961
5964,Sea spider (N. hirtipes),Araignée de mer (N. hirtipes),Nymphon hirtipes,134690,Nymphon hirtipes,134690,,5,Species,,,,,Nymphon hirtipes,5964
5975,Sea Spider (P. litorale),Araignée de mer (P. litorale),Pycnogonum litorale,239867,Pycnogonum litorale,239867,,1,Species,,,,,Pycnogonum litorale,5975
6580,Barnacles (Cirripedia),Balanes (Cirripedia),Cirripedia,1082,Cirripedia,1082,,1,Species,,likely Balanidae,,, ,6580
6592,Barnacle (Balanus sp.),Balane (Balanus sp.),Balanus sp.,106122,Balanus,106122,,4,Genus,,,,,Balanus,6592
6593,Turban Barnacle,Balane turbané,Chirona hameri,106207,Chirona hameri,106207,,58,Species,,,,,Chirona hameri,6593
6594,Barnacle (A. michelottianum),Balane (A. michelottianum),Arcoscalpellum michelottianum,106182,Arcoscalpellum michelottianum,106182,,67,Species,,,,,Arcoscalpellum michelottianum,6594
6595,Barnacles (Balanidae),Balanes (Balanidae),Balanidae,106057,Balanidae,106057,,64,Genus,,,,,Balanidae,6595
6597,Barnacle (B. balanus),Balane (B. balanus),Balanus balanus,106213,Balanus balanus,106213,,1,Species,,,,,Balanus balanus,6597
6620,Cumaceans (Cumacea),Cumacés (Cumacea),Cumacea,1137,Cumacea,1137,,1,Class,zooplankton,,,,Cumacea,6620
6683,Cumacean (Diastylis sp.),Cumacé (Diastylis sp.),Diastylis sp.,110398,Diastylis,110398,,1,Genus,zooplankton,,,,Diastylis,6683
6771,Isopod (A. psora),Isopode (A. psora),Aega psora,118827,Aega psora,118827,,168,Species,fish ectoparasite,,,,Aega psora,6771
6791,Isopod (S. infelix),Isopode (S. infelix),Syscenus infelix,156446,Syscenus infelix,156446,,916,Species,grenadier ectoparasite,,,,Syscenus infelix,6791
6930,Amphipods,Amphipodes,Amphipoda,1135,Amphipoda,1135,,24,Class,incertain,,,,Amphipoda,6930
6967,Hyperiid (Themisto sp.),Hypéride (Themisto sp.),Themisto sp.,101800,Themisto,101800,,6,Genus,zooplankton,,,,Themisto,6967
6970,Hyperiid (T. compressa),Hypéride (T. compressa),Themisto compressa,156451,Themisto compressa,156451,,4,Species,zooplankton,,,,Themisto compressa,6970
6972,Hyperiid (T. libellula),Hypéride (T. libellula),Themisto libellula,156452,Themisto libellula,156452,,219,Species,zooplankton,,,,Themisto libellula,6972
6977,Hyperiid (H. galba),Hypéride (H. galba),Hyperia galba,103251,Hyperia galba,103251,,58,Species,zooplankton on medusae,,,,Hyperia galba,6977
6996,Amphipod (Ampelisca sp.),Gammaride (Ampelisca sp.),Ampelisca sp.,101445,Ampelisca,101445,,10,Genus,,,,,Ampelisca,6996
6999,Amphipod (A. eschrichtii),Gammaride (A. eschrichtii),Ampelisca eschrichtii,101897,Ampelisca eschrichtii,101897,,3,Species,,,,,Ampelisca eschrichtii,6999
